fips,long,lat,cluster
6039.0,-120.00675,37.043099,24
6041.0,-122.547075,37.986705,69
6043.0,-119.957219,37.542748,24
6045.0,-123.397227,39.285329,69
6047.0,-120.623989,37.281016,24
6049.0,-120.650911,41.522584,26
6051.0,-118.970594,37.763322,24
6053.0,-121.646162,36.611722,24
6055.0,-122.321646,38.329075,69
6057.0,-120.916546,39.219524,69
6059.0,-117.86288,33.733953,72
6061.0,-121.182466,38.844511,69
6063.0,-120.825847,39.983857,22
6065.0,-117.066205,33.800439,72
6067.0,-121.380861,38.56895,69
6069.0,-121.403859,36.843404,24
6071.0,-117.357474,34.190248,72
6073.0,-117.112994,32.88326,72
6075.0,-122.438323,37.759598,69
6077.0,-121.298108,37.931804,69
6079.0,-120.667689,35.342391,24
6081.0,-122.340991,37.56395,69
6083.0,-120.092602,34.639262,24
6085.0,-121.910421,37.315105,69
6087.0,-121.936728,36.985171,69
6089.0,-122.299961,40.580269,26
6091.0,-120.414236,39.612588,22
6093.0,-122.489833,41.576203,26
6095.0,-122.069324,38.235582,69
6097.0,-122.720522,38.41408,69
6099.0,-120.955577,37.619147,69
6101.0,-121.644269,39.13549,69
6103.0,-122.218704,40.115187,69
6105.0,-123.072357,40.681268,26
6107.0,-119.231547,36.251227,24
6109.0,-120.32853,37.971531,24
6111.0,-119.025018,34.241989,24
6113.0,-121.721112,38.598913,69
6115.0,-121.506626,39.13883,69
8001.0,-104.927473,39.874297,25
8003.0,-105.877245,37.483069,54
8005.0,-104.845968,39.647528,25
8007.0,-107.085027,37.240087,54
8009.0,-102.527089,37.368221,38
8011.0,-103.1631,38.072386,38
8013.0,-105.183981,40.063299,25
8014.0,-105.055491,39.936888,25
8015.0,-106.082645,38.676497,25
8017.0,-102.45777,38.816795,38
8019.0,-105.52965,39.712957,25
8021.0,-105.989049,37.195652,54
8023.0,-105.448477,37.281779,54
8025.0,-103.857439,38.188547,25
8027.0,-105.381557,38.134216,25
8029.0,-107.910553,38.798565,54
8031.0,-104.955068,39.72143,25
8033.0,-108.75741,37.740817,54
8035.0,-104.879712,39.48527,25
8037.0,-106.717771,39.599453,25
8039.0,-104.51913,39.382868,25
8041.0,-104.758477,38.873669,25
8043.0,-105.206532,38.426058,25
8045.0,-107.539356,39.507561,25
8047.0,-105.48021,39.85702,25
8049.0,-105.9754,40.050388,25
8051.0,-106.944723,38.657886,25
8053.0,-107.29653,37.996875,54
8055.0,-104.884201,37.616312,25
8057.0,-106.291292,40.692851,25
8059.0,-105.128819,39.720524,25
8061.0,-102.680579,38.470657,38
8063.0,-102.435733,39.309763,38
8065.0,-106.308061,39.24587,25
8067.0,-107.806184,37.265198,54
8069.0,-105.099218,40.504546,25
8071.0,-104.503149,37.196601,54
8073.0,-103.613697,39.173232,25
8075.0,-103.187715,40.639399,19
8077.0,-108.543768,39.092851,54
8079.0,-106.935586,37.798623,54
8081.0,-107.625859,40.515239,25
8083.0,-108.557116,37.370817,54
8085.0,-107.934568,38.479142,54
8087.0,-103.781517,40.256023,25
8089.0,-103.657432,38.024096,25
8091.0,-107.746232,38.139834,54
8093.0,-105.623144,39.311718,25
8095.0,-102.387354,40.599517,19
8097.0,-106.907765,39.232543,25
8099.0,-102.547035,38.083772,38
8101.0,-104.645147,38.263685,25
8103.0,-108.280174,40.051033,25
8105.0,-106.238805,37.616658,54
8107.0,-106.899535,40.453133,25
8109.0,-106.019489,37.915302,54
8111.0,-107.673989,37.804646,54
8113.0,-107.960034,37.974202,54
8115.0,-102.32767,40.960246,19
8117.0,-106.054579,39.573131,25
8119.0,-105.140532,38.94355,25
8121.0,-103.156814,40.092526,19
8123.0,-104.788507,40.328082,25
8125.0,-102.486935,40.069473,19
9001.0,-73.364521,41.207889,23
9003.0,-72.717282,41.761943,34
9005.0,-73.187494,41.727851,34
9007.0,-72.571408,41.478564,34
9009.0,-72.941497,41.396052,34
9011.0,-72.097683,41.443373,34
9013.0,-72.37209,41.842762,34
9015.0,-71.995072,41.804225,34
10001.0,-75.558604,39.12322,23
10003.0,-75.634376,39.68502,23
10005.0,-75.346649,38.662387,23
11001.0,-77.014468,38.91027,7
12001.0,-82.386845,29.665903,60
12003.0,-82.185477,30.288432,60
12005.0,-85.660217,30.206925,6
12007.0,-82.128192,29.953429,60
12009.0,-80.690979,28.232195,60
12011.0,-80.227135,26.134058,60
12013.0,-85.122189,30.463143,6
12015.0,-82.119946,26.954793,60
12017.0,-82.453512,28.863598,60
12019.0,-81.79941,30.084386,60
12021.0,-81.699625,26.199831,60
12023.0,-82.660566,30.126051,60
12027.0,-81.864094,27.189369,60
12029.0,-83.056329,29.634179,60
12031.0,-81.622853,30.300302,60
12033.0,-87.274788,30.485314,6
12035.0,-81.224735,29.523494,60
12037.0,-84.822838,29.786787,6
12039.0,-84.581397,30.59828,6
12041.0,-82.808262,29.704639,60
12043.0,-81.185404,26.896029,60
12045.0,-85.259478,29.988579,6
12047.0,-82.997218,30.501534,60
12049.0,-81.815432,27.548312,60
12051.0,-81.202571,26.705392,60
12053.0,-82.496961,28.50485,60
12055.0,-81.442555,27.460415,60
12057.0,-82.401275,27.976529,60
12059.0,-85.758558,30.847684,6
12061.0,-80.440581,27.671827,60
12063.0,-85.216119,30.80024,6
12065.0,-83.886291,30.504031,6
12067.0,-83.179508,30.065418,60
12069.0,-81.752026,28.735689,60
12071.0,-81.858144,26.574992,60
12073.0,-84.270371,30.466103,6
12075.0,-82.666319,29.379995,60
12077.0,-84.905169,30.399795,6
12079.0,-83.430563,30.47263,6
12081.0,-82.532775,27.477054,60
12083.0,-82.123367,29.140116,60
12085.0,-80.244395,27.1443,60
12086.0,-80.298888,25.774565,60
12087.0,-81.263945,24.739678,60
12089.0,-81.647153,30.607962,60
12091.0,-86.567105,30.542829,6
12093.0,-80.822153,27.272057,60
12095.0,-81.384377,28.532855,60
12097.0,-81.383484,28.266765,60
12099.0,-80.146119,26.617075,60
12101.0,-82.51608,28.261606,60
12103.0,-82.727651,27.899794,60
12105.0,-81.799975,28.03114,60
12107.0,-81.720431,29.609299,60
12109.0,-81.421504,29.977088,60
12111.0,-80.353183,27.338067,60
12113.0,-87.036954,30.549593,6
12115.0,-82.423893,27.208205,60
12117.0,-81.310445,28.697834,60
12119.0,-82.035469,28.825768,60
12121.0,-82.987546,30.214688,60
12123.0,-83.597967,30.064881,60
12125.0,-82.356919,30.010768,60
12127.0,-81.123944,29.073725,60
12129.0,-84.331546,30.185525,6
12131.0,-86.190665,30.583729,6
12133.0,-85.625419,30.650718,6
13001.0,-82.338473,31.77388,74
13003.0,-82.886363,31.317301,74
13005.0,-82.466071,31.547221,74
13007.0,-84.437989,31.307754,6
13009.0,-83.245659,33.084849,74
13011.0,-83.506647,34.351255,74
13013.0,-83.7275,33.993054,74
13015.0,-84.829122,34.208435,46
13017.0,-83.248636,31.727638,74
13019.0,-83.252459,31.238588,74
13021.0,-83.687184,32.832049,74
13023.0,-83.33214,32.401368,74
13025.0,-81.96997,31.216648,74
13027.0,-83.54009,30.842082,6
13029.0,-81.375954,31.979537,74
13031.0,-81.76242,32.417702,74
13033.0,-81.998447,33.101987,74
13035.0,-83.970002,33.296102,74
13037.0,-84.668445,31.527412,6
13039.0,-81.635079,30.814165,60
13043.0,-82.062305,32.399861,74
13045.0,-85.044673,33.622193,6
13047.0,-85.17282,34.927795,46
13049.0,-82.023033,30.780002,60
13051.0,-81.126449,32.036008,74
13053.0,-84.899254,32.344231,6
13055.0,-85.344167,34.495509,46
13057.0,-84.496595,34.169606,46
13059.0,-83.380863,33.950406,74
13061.0,-85.013368,31.633549,6
13063.0,-84.362238,33.553383,74
13065.0,-82.740932,31.017888,74
13067.0,-84.557878,33.943254,74
13069.0,-82.840667,31.516,74
13071.0,-83.768671,31.180955,6
13073.0,-82.165654,33.51622,74
13075.0,-83.424499,31.149847,74
13077.0,-84.736399,33.379117,6
13079.0,-83.934002,32.707681,74
13081.0,-83.777791,31.947962,74
13083.0,-85.497004,34.882709,46
13085.0,-84.104119,34.40138,74
13087.0,-84.57036,30.888345,6
13089.0,-84.248029,33.789813,74
13091.0,-83.175591,32.212815,74
13093.0,-83.784195,32.16758,74
13095.0,-84.167625,31.573426,6
13097.0,-84.734644,33.724923,74
13099.0,-84.916722,31.331726,6
13101.0,-83.057989,30.708629,74
13103.0,-81.299511,32.291745,74
13105.0,-82.879523,34.126521,74
13107.0,-82.307952,32.58586,74
13109.0,-81.907367,32.169649,74
13111.0,-84.313402,34.901383,46
13113.0,-84.512414,33.427941,74
13115.0,-85.183164,34.255796,46
13117.0,-84.144322,34.19492,74
13119.0,-83.186079,34.377335,74
13121.0,-84.393645,33.836086,74
13123.0,-84.483646,34.677249,46
13125.0,-82.609847,33.235927,74
13127.0,-81.486488,31.202698,74
13129.0,-84.908795,34.498326,46
13131.0,-84.214288,30.882764,6
13133.0,-83.166093,33.549876,74
13135.0,-84.057963,33.951956,74
13137.0,-83.541626,34.56516,74
13139.0,-83.844712,34.275205,74
13141.0,-83.002047,33.255825,74
13143.0,-85.18547,33.76192,46
13145.0,-84.895034,32.699933,6
13147.0,-82.964953,34.355413,74
13149.0,-85.1134,33.309334,6
13151.0,-84.175416,33.475842,74
13153.0,-83.663357,32.571603,74
13155.0,-83.280834,31.604647,74
13157.0,-83.584805,34.132059,74
13159.0,-83.724341,33.356251,74
13161.0,-82.600696,31.848776,74
13163.0,-82.407657,33.063551,74
13165.0,-81.950133,32.794618,74
13167.0,-82.679535,32.701199,74
13169.0,-83.54514,32.962134,74
13171.0,-84.1544,33.08002,74
13173.0,-83.090886,31.035393,74
13175.0,-82.926131,32.516487,74
13177.0,-84.173396,31.681194,6
13179.0,-81.578482,31.827766,74
13181.0,-82.44638,33.781126,74
13183.0,-81.733663,31.778807,74
13185.0,-83.280221,30.857006,74
13187.0,-83.986879,34.524951,74
13189.0,-82.469866,33.459617,74
13191.0,-81.407579,31.47526,74
13193.0,-84.038814,32.325042,74
13195.0,-83.24068,34.104614,74
13197.0,-84.523557,32.380907,6
13199.0,-84.672846,33.008863,6
13201.0,-84.737198,31.159722,6
13205.0,-84.172094,31.216853,6
13207.0,-83.906823,33.038194,74
13209.0,-82.533261,32.167319,74
13211.0,-83.485957,33.600243,74
13213.0,-84.792066,34.782329,46
13215.0,-84.930634,32.492289,6
13217.0,-83.896609,33.56952,74
13219.0,-83.457946,33.875278,74
13221.0,-83.14492,33.916594,74
13223.0,-84.816609,33.905688,46
13225.0,-83.82958,32.584826,74
13227.0,-84.442301,34.455892,46
13229.0,-82.240429,31.314668,74
13231.0,-84.366796,33.103227,74
13233.0,-85.176771,34.010878,46
13235.0,-83.480342,32.275344,74
13237.0,-83.339663,33.317059,74
13239.0,-85.077727,31.859377,6
13241.0,-83.407223,34.87903,44
13243.0,-84.758026,31.760403,6
13245.0,-82.049444,33.426859,74
13247.0,-84.020894,33.642043,74
13249.0,-84.306781,32.241549,6
13251.0,-81.627328,32.722842,74
13253.0,-84.868027,30.972496,6
13255.0,-84.273339,33.258051,74
13257.0,-83.288681,34.556904,74
13259.0,-84.764519,32.069335,6
13261.0,-84.221818,32.059981,6
13263.0,-84.582116,32.703124,6
13265.0,-82.88576,33.5688,74
13267.0,-82.052217,32.043908,74
13269.0,-84.215083,32.560542,74
13271.0,-82.892471,32.01562,74
13273.0,-84.42886,31.772157,6
13275.0,-83.948411,30.868962,6
13277.0,-83.515048,31.454362,74
13279.0,-82.367022,32.183936,74
13281.0,-83.782961,34.938692,44
13283.0,-82.589718,32.387047,74
13285.0,-85.031746,33.036737,6
13287.0,-83.636891,31.700824,74
13289.0,-83.416286,32.703662,74
13291.0,-84.002286,34.874243,46
13293.0,-84.324382,32.907469,74
13295.0,-85.293376,34.83654,46
13297.0,-83.784266,33.795381,74
13299.0,-82.383943,31.22682,74
13301.0,-82.662844,33.407596,74
13303.0,-82.773406,32.962029,74
13305.0,-81.919105,31.611857,74
13307.0,-84.560657,32.049343,6
13309.0,-82.751307,32.146558,74
13311.0,-83.744309,34.601048,74
13313.0,-84.965686,34.792742,46
13315.0,-83.405657,31.975167,74
13317.0,-82.753524,33.755364,74
13319.0,-83.239491,32.8443,74
13321.0,-83.861186,31.535712,6
15001.0,-155.421895,19.672837,4
15003.0,-157.913673,21.372464,32
15005.0,-156.979972,21.188495,32
15007.0,-159.442112,22.021022,32
15009.0,-156.493816,20.863747,32
16001.0,-116.304409,43.611186,36
16003.0,-116.375947,44.848619,36
16005.0,-112.423672,42.869212,13
16007.0,-111.341632,42.306336,13
16009.0,-116.639736,47.271692,70
16011.0,-112.355721,43.217372,13
16013.0,-114.294277,43.541366,36
16015.0,-115.993695,43.899702,36
16017.0,-116.630982,48.235649,70
16019.0,-111.997623,43.494876,13
16021.0,-116.302851,48.705964,70
16023.0,-113.294562,43.699097,36
16025.0,-114.756451,43.350524,36
16027.0,-116.627276,43.611438,36
16029.0,-111.656063,42.643778,13
16031.0,-113.741833,42.482791,36
16033.0,-112.278608,44.185815,13
16035.0,-116.185221,46.48524,70
16037.0,-114.048035,44.285168,36
16039.0,-115.684407,43.11532,36
16041.0,-111.872202,42.0993,13
16043.0,-111.615464,44.014844,13
16045.0,-116.506739,43.884323,36
16047.0,-114.751067,42.852717,36
16049.0,-116.106566,45.974127,70
16051.0,-111.969394,43.691123,13
16053.0,-114.462669,42.698447,36
16055.0,-116.832581,47.73713,70
16057.0,-116.934434,46.742968,70
16059.0,-113.86153,45.127412,40
16061.0,-116.25739,46.238066,70
16063.0,-114.326069,42.973467,36
16065.0,-111.794073,43.819114,13
16067.0,-113.712227,42.613266,36
16069.0,-116.950462,46.394126,70
16071.0,-112.301274,42.181568,13
16073.0,-116.681558,43.376748,36
16075.0,-116.894281,44.020334,36
16077.0,-112.829004,42.775001,13
16079.0,-116.085925,47.514637,70
16081.0,-111.125546,43.692977,13
16083.0,-114.504002,42.558563,36
16085.0,-116.073719,44.758677,36
16087.0,-116.919922,44.297898,36
17001.0,-91.328948,39.943826,21
17003.0,-89.289666,37.149251,68
17005.0,-89.432819,38.884622,68
17007.0,-88.851989,42.293981,66
17009.0,-90.746466,39.964815,21
17011.0,-89.42378,41.382964,21
17013.0,-90.63801,39.12353,21
17015.0,-89.963255,42.071879,21
17017.0,-90.319209,39.979866,21
17019.0,-88.233083,40.128073,73
17021.0,-89.254627,39.525298,68
17023.0,-87.800246,39.351007,73
17025.0,-88.490134,38.716132,68
17027.0,-89.472099,38.587753,68
17029.0,-88.258277,39.487297,73
17031.0,-87.757714,41.865937,73
17033.0,-87.748024,39.00569,73
17035.0,-88.280887,39.275965,73
17037.0,-88.72946,41.927172,73
17039.0,-88.908946,40.171701,73
17041.0,-88.279794,39.766826,73
17043.0,-88.071617,41.849815,73
17045.0,-87.71537,39.635942,73
17047.0,-88.04063,38.402493,68
17049.0,-88.576033,39.094723,68
17051.0,-89.033295,38.997829,68
17053.0,-88.217453,40.527422,73
17055.0,-88.953316,37.962135,68
17057.0,-90.119357,40.521963,21
17059.0,-88.238563,37.770001,68
17061.0,-90.373465,39.37224,21
17063.0,-88.347437,41.345274,73
17065.0,-88.557747,38.092156,68
17067.0,-91.203133,40.425725,21
17069.0,-88.290573,37.478453,68
17071.0,-90.9448,40.828841,21
17073.0,-90.134757,41.348782,21
17075.0,-87.834391,40.763597,73
17077.0,-89.274031,37.747793,68
17079.0,-88.159885,39.003765,68
17081.0,-88.910808,38.308488,68
17083.0,-90.32042,39.072862,21
17085.0,-90.305944,42.411324,21
17087.0,-88.882358,37.474558,68
17089.0,-88.331264,41.918111,73
17091.0,-87.850867,41.148582,73
17093.0,-88.379066,41.663724,73
17095.0,-90.328601,40.937032,21
17097.0,-87.969458,42.313072,73
17099.0,-88.895997,41.350798,73
17101.0,-87.748328,38.718291,68
17103.0,-89.398207,41.810242,21
17105.0,-88.573187,40.907044,73
17107.0,-89.361505,40.140775,21
17109.0,-90.669344,40.469472,21
17111.0,-88.34988,42.271472,73
17113.0,-88.954977,40.494123,73
17115.0,-88.947076,39.851176,73
17117.0,-89.877035,39.19403,21
17119.0,-90.018097,38.801396,68
17121.0,-89.016967,38.59071,68
17123.0,-89.315638,41.043034,21
17125.0,-89.898924,40.286475,21
17127.0,-88.714109,37.178592,68
17129.0,-89.799507,39.99726,21
17131.0,-90.687167,41.214043,21
17133.0,-90.171163,38.358529,68
17135.0,-89.505319,39.198961,68
17137.0,-90.231161,39.718155,21
17139.0,-88.614419,39.631979,73
17141.0,-89.256098,42.028653,21
17143.0,-89.638993,40.742915,21
17145.0,-89.323862,38.058514,68
17147.0,-88.581585,40.007008,73
17149.0,-90.859127,39.621311,21
17151.0,-88.54991,37.39893,68
17153.0,-89.13475,37.199543,68
17155.0,-89.270945,41.229306,21
17157.0,-89.809249,38.055541,68
17159.0,-88.088315,38.725943,68
17161.0,-90.504005,41.489142,21
17163.0,-90.000674,38.550219,68
17165.0,-88.536395,37.754786,68
17167.0,-89.652867,39.772757,21
17169.0,-90.568639,40.13118,21
17171.0,-90.462754,39.645737,21
17173.0,-88.802073,39.396539,68
17175.0,-89.792451,41.098377,21
17177.0,-89.644541,42.324139,21
17179.0,-89.534104,40.602899,21
17181.0,-89.236505,37.46858,68
17183.0,-87.654806,40.149683,73
17185.0,-87.789625,38.431283,68
17187.0,-90.636371,40.890638,21
17189.0,-89.39393,38.359407,68
17191.0,-88.422496,38.406869,68
17193.0,-88.192241,38.089959,68
17195.0,-89.823253,41.780798,21
17197.0,-88.057232,41.565138,73
17199.0,-88.974979,37.755675,68
17201.0,-89.06224,42.307128,66
17203.0,-89.29031,40.771239,21
18001.0,-84.934317,40.753767,10
18003.0,-85.122329,41.098642,73
18005.0,-85.902794,39.216785,10
18007.0,-87.291433,40.575066,73
18009.0,-85.34419,40.469726,10
18011.0,-86.398737,40.013009,73
18013.0,-86.20969,39.236241,10
18015.0,-86.600098,40.578983,73
18017.0,-86.339592,40.747104,73
18019.0,-85.732035,38.371546,10
18021.0,-87.124217,39.469066,73
18023.0,-86.512307,40.298201,73
18025.0,-86.423444,38.313435,10
18027.0,-87.098076,38.696963,73
18029.0,-84.920935,39.14462,10
18031.0,-85.494211,39.319975,10
18033.0,-85.034285,41.378214,47
18035.0,-85.401962,40.20517,10
18037.0,-86.914032,38.357067,68
18039.0,-85.906728,41.637679,73
18041.0,-85.147496,39.640791,10
18043.0,-85.855645,38.321514,10
18045.0,-87.271946,40.152089,73
18047.0,-85.070265,39.401885,10
18049.0,-86.220078,41.059389,73
18051.0,-87.546685,38.30918,68
18053.0,-85.644413,40.525253,73
18055.0,-86.992172,39.052316,73
18057.0,-86.059737,40.002534,73
18059.0,-85.824125,39.811662,10
18061.0,-86.097474,38.233745,10
18063.0,-86.415055,39.772784,73
18065.0,-85.403678,39.928644,10
18067.0,-86.132959,40.470704,73
18069.0,-85.487085,40.870224,73
18071.0,-85.942654,38.925896,10
18073.0,-87.149436,41.075783,73
18075.0,-85.033025,40.428424,10
18077.0,-85.433692,38.758956,10
18079.0,-85.648821,39.005169,10
18081.0,-86.113609,39.553276,10
18083.0,-87.45768,38.698623,68
18085.0,-85.830484,41.266796,73
18087.0,-85.46117,41.6324,47
18089.0,-87.408155,41.526226,73
18091.0,-86.790977,41.631837,73
18093.0,-86.495718,38.846386,10
18095.0,-85.708901,40.11412,10
18097.0,-86.135905,39.791299,73
18099.0,-86.273082,41.347248,73
18101.0,-86.848113,38.678357,73
18103.0,-86.073933,40.730651,73
18105.0,-86.537697,39.162879,73
18107.0,-86.90006,40.03511,73
18109.0,-86.399318,39.512251,73
18111.0,-87.380385,40.994087,73
18113.0,-85.391205,41.413892,73
18115.0,-84.911295,38.954549,10
18117.0,-86.496982,38.562156,10
18119.0,-86.799822,39.315596,73
18121.0,-87.227997,39.758327,73
18123.0,-86.705205,38.009327,10
18125.0,-87.233923,38.424833,68
18127.0,-87.105308,41.513679,73
18129.0,-87.823041,38.013245,68
18131.0,-86.685266,41.050592,73
18133.0,-86.835611,39.646107,73
18135.0,-84.997064,40.168573,10
18137.0,-85.218379,39.159402,10
18139.0,-85.474569,39.623616,10
18141.0,-86.228686,41.6754,73
18143.0,-85.762718,38.698198,10
18145.0,-85.789825,39.536039,10
18147.0,-87.011149,38.015495,68
18149.0,-86.631962,41.282896,73
18151.0,-85.010662,41.649521,47
