,fips,cluster,long,lat,deaths,clusterDeaths,state,county,clusterLat,clusterLong,distance
2017,13081.0,75,-83.77779100000001,31.947962,6,114,ClusterState,cluster75,31.789137719298243,-83.83429049122807,0.16857444838842328
2063,13315.0,75,-83.40565699999999,31.975167,12,114,ClusterState,cluster75,31.789137719298243,-83.83429049122807,0.4672617714737517
2117,13271.0,75,-82.892471,32.01562,0,114,ClusterState,cluster75,31.789137719298243,-83.83429049122807,0.9686682494688144
1951,13261.0,75,-84.221818,32.059981,32,114,ClusterState,cluster75,31.789137719298243,-83.83429049122807,0.47279345676126416
2014,13093.0,76,-83.784195,32.16758,12,97,ClusterState,cluster76,32.71774926804123,-83.8226353814433,0.5515105496928688
2091,13091.0,76,-83.175591,32.212815,1,97,ClusterState,cluster76,32.71774926804123,-83.8226353814433,0.8207466397126999
1940,13249.0,76,-84.306781,32.241549,1,97,ClusterState,cluster76,32.71774926804123,-83.8226353814433,0.6790903292274061
2051,13235.0,76,-83.48034200000001,32.275344,1,97,ClusterState,cluster76,32.71774926804123,-83.8226353814433,0.5593631916478985
1979,13193.0,76,-84.038814,32.325041999999996,4,97,ClusterState,cluster76,32.71774926804123,-83.8226353814433,0.4482769160836773
2072,13023.0,76,-83.33214,32.401368,0,97,ClusterState,cluster76,32.71774926804123,-83.8226353814433,0.5836804142547503
2116,13175.0,76,-82.92613100000001,32.516487,1,97,ClusterState,cluster76,32.71774926804123,-83.8226353814433,0.9188180486277591
1952,13269.0,76,-84.21508299999999,32.560542,2,97,ClusterState,cluster76,32.71774926804123,-83.8226353814433,0.4227638329325291
2030,13153.0,76,-83.66335699999999,32.571603,15,97,ClusterState,cluster76,32.71774926804123,-83.8226353814433,0.21616737602510835
2008,13225.0,76,-83.82958,32.584826,2,97,ClusterState,cluster76,32.71774926804123,-83.8226353814433,0.13310455632193527
2060,13289.0,76,-83.416286,32.703662,0,97,ClusterState,cluster76,32.71774926804123,-83.8226353814433,0.4065934959148053
1992,13079.0,76,-83.934002,32.707681,0,97,ClusterState,cluster76,32.71774926804123,-83.8226353814433,0.11182081089897293
2027,13021.0,76,-83.687184,32.832049,15,97,ClusterState,cluster76,32.71774926804123,-83.8226353814433,0.1772329130290001
2084,13319.0,76,-83.239491,32.8443,2,97,ClusterState,cluster76,32.71774926804123,-83.8226353814433,0.5967180719302821
1937,13293.0,76,-84.324382,32.907469,24,97,ClusterState,cluster76,32.71774926804123,-83.8226353814433,0.5364170447772737
2040,13169.0,76,-83.54514,32.962134000000006,0,97,ClusterState,cluster76,32.71774926804123,-83.8226353814433,0.36976693191377424
1996,13207.0,76,-83.906823,33.038194,4,97,ClusterState,cluster76,32.71774926804123,-83.8226353814433,0.3313191533225528
1962,13171.0,76,-84.1544,33.080020000000005,1,97,ClusterState,cluster76,32.71774926804123,-83.8226353814433,0.4912309491064375
2082,13009.0,76,-83.245659,33.084849,12,97,ClusterState,cluster76,32.71774926804123,-83.8226353814433,0.6838596039740944
2108,13141.0,77,-83.00204699999999,33.255825,3,140,ClusterState,cluster77,33.59643464285715,-84.07328787142856,1.1240871556184235
1944,13255.0,77,-84.273339,33.258051,11,140,ClusterState,cluster77,33.59643464285715,-84.07328787142856,0.39309533677720115
1990,13035.0,77,-83.97000200000001,33.296102000000005,17,140,ClusterState,cluster77,33.59643464285715,-84.07328787142856,0.317596705905952
2071,13237.0,77,-83.339663,33.317059,6,140,ClusterState,cluster77,33.59643464285715,-84.07328787142856,0.7850198735066621
2025,13159.0,77,-83.72434100000001,33.356251,0,140,ClusterState,cluster77,33.59643464285715,-84.07328787142856,0.4236178718797215
1959,13151.0,77,-84.175416,33.475842,14,140,ClusterState,cluster77,33.59643464285715,-84.07328787142856,0.15802765630349447
2093,13133.0,77,-83.166093,33.549876,5,140,ClusterState,cluster77,33.59643464285715,-84.07328787142856,0.9083888165158013
2119,13265.0,77,-82.88576,33.5688,0,140,ClusterState,cluster77,33.59643464285715,-84.07328787142856,1.1878493670939432
1997,13217.0,77,-83.896609,33.569520000000004,8,140,ClusterState,cluster77,33.59643464285715,-84.07328787142856,0.17871715533042307
2048,13211.0,77,-83.485957,33.600243,0,140,ClusterState,cluster77,33.59643464285715,-84.07328787142856,0.587343218329081
1981,13247.0,77,-84.020894,33.642043,7,140,ClusterState,cluster77,33.59643464285715,-84.07328787142856,0.06946394751626864
1947,13089.0,77,-84.248029,33.789813,69,140,ClusterState,cluster77,33.59643464285715,-84.07328787142856,0.2606331733024219
2013,13297.0,78,-83.784266,33.795381,6,110,ClusterState,cluster78,33.941946472727274,-83.9298116,0.20655497930363972
2053,13219.0,78,-83.45794599999999,33.875278,0,110,ClusterState,cluster78,33.941946472727274,-83.9298116,0.47655202204916514
2094,13221.0,78,-83.14492,33.916594,4,110,ClusterState,cluster78,33.941946472727274,-83.9298116,0.7853009433484328
2064,13059.0,78,-83.380863,33.950406,13,110,ClusterState,cluster78,33.941946472727274,-83.9298116,0.5490137785553524
1977,13135.0,78,-84.057963,33.951956,87,110,ClusterState,cluster78,33.941946472727274,-83.9298116,0.12854171291135558
2023,13013.0,79,-83.7275,33.993054,5,108,ClusterState,cluster79,35.059071046296296,-83.7832165462963,1.0674720963685491
2083,13195.0,79,-83.24068,34.104614,1,108,ClusterState,cluster79,35.059071046296296,-83.7832165462963,1.097877113930232
2120,13105.0,79,-82.87952299999999,34.126521000000004,0,108,ClusterState,cluster79,35.059071046296296,-83.7832165462963,1.2985806153122792
2037,13157.0,79,-83.584805,34.132059000000005,3,108,ClusterState,cluster79,35.059071046296296,-83.7832165462963,0.9480076348226973
1965,13117.0,79,-84.144322,34.19492,10,108,ClusterState,cluster79,35.059071046296296,-83.7832165462963,0.936565096247737
2005,13139.0,79,-83.844712,34.275205,28,108,ClusterState,cluster79,35.059071046296296,-83.7832165462963,0.7862745508805503
2046,13011.0,79,-83.506647,34.351255,0,108,ClusterState,cluster79,35.059071046296296,-83.7832165462963,0.7599304371671524
2112,13147.0,79,-82.96495300000001,34.355413,0,108,ClusterState,cluster79,35.059071046296296,-83.7832165462963,1.0792079861245045
2089,13119.0,79,-83.186079,34.377334999999995,1,108,ClusterState,cluster79,35.059071046296296,-83.7832165462963,0.9062766056875088
1972,13085.0,79,-84.104119,34.401379999999996,1,108,ClusterState,cluster79,35.059071046296296,-83.7832165462963,0.731803181990468
1987,13187.0,79,-83.986879,34.524951,1,108,ClusterState,cluster79,35.059071046296296,-83.7832165462963,0.5716315412082923
2075,13257.0,79,-83.28868100000001,34.556903999999996,1,108,ClusterState,cluster79,35.059071046296296,-83.7832165462963,0.704795820742803
2041,13137.0,79,-83.54162600000001,34.56516,16,108,ClusterState,cluster79,35.059071046296296,-83.7832165462963,0.5498309864978917
2021,13311.0,79,-83.744309,34.601048,1,108,ClusterState,cluster79,35.059071046296296,-83.7832165462963,0.4596726096879592
2107,45073.0,79,-83.005464,34.707761,0,108,ClusterState,cluster79,35.059071046296296,-83.7832165462963,0.8534153571966484
1983,13291.0,79,-84.002286,34.874243,1,108,ClusterState,cluster79,35.059071046296296,-83.7832165462963,0.2866231537118759
2062,13241.0,79,-83.407223,34.87903,1,108,ClusterState,cluster79,35.059071046296296,-83.7832165462963,0.41687639080179734
1939,13111.0,79,-84.313402,34.901383,1,108,ClusterState,cluster79,35.059071046296296,-83.7832165462963,0.5531384413180251
2015,13281.0,79,-83.782961,34.938691999999996,1,108,ClusterState,cluster79,35.059071046296296,-83.7832165462963,0.12037931753883752
2010,37043.0,79,-83.807512,35.035247999999996,0,108,ClusterState,cluster79,35.059071046296296,-83.7832165462963,0.034026557356046684
1982,37039.0,79,-84.016472,35.106484,1,108,ClusterState,cluster79,35.059071046296296,-83.7832165462963,0.23802540801650696
2065,37113.0,79,-83.380756,35.157148,1,108,ClusterState,cluster79,35.059071046296296,-83.7832165462963,0.4142385546673703
2012,37075.0,79,-83.787962,35.330969,0,108,ClusterState,cluster79,35.059071046296296,-83.7832165462963,0.27193936191569834
2086,37099.0,79,-83.202489,35.335275,1,108,ClusterState,cluster79,35.059071046296296,-83.7832165462963,0.643065398749523
2061,37173.0,79,-83.413457,35.438412,0,108,ClusterState,cluster79,35.059071046296296,-83.7832165462963,0.5297373700562259
1934,47123.0,79,-84.35387800000001,35.517148999999996,1,108,ClusterState,cluster79,35.059071046296296,-83.7832165462963,0.7317717584141912
2115,37087.0,79,-82.939915,35.517983,0,108,ClusterState,cluster79,35.059071046296296,-83.7832165462963,0.9600821210906318
1989,47009.0,79,-83.973022,35.752926,3,108,ClusterState,cluster79,35.059071046296296,-83.7832165462963,0.7193474869872273
1943,47105.0,79,-84.286322,35.759679,0,108,ClusterState,cluster79,35.059071046296296,-83.7832165462963,0.8625349861537742
2039,47155.0,79,-83.58094399999999,35.861562,2,108,ClusterState,cluster79,35.059071046296296,-83.7832165462963,0.8275904263350765
2092,47029.0,79,-83.174767,35.947227000000005,0,108,ClusterState,cluster79,35.059071046296296,-83.7832165462963,1.0765834145515698
1988,47093.0,79,-83.985913,35.973839,5,108,ClusterState,cluster79,35.059071046296296,-83.7832165462963,0.9369558481952671
2054,47089.0,79,-83.45352199999999,36.067034,0,108,ClusterState,cluster79,35.059071046296296,-83.7832165462963,1.0605129937424735
1958,47001.0,79,-84.180288,36.082029,1,108,ClusterState,cluster79,35.059071046296296,-83.7832165462963,1.0973188754377818
2124,47059.0,79,-82.83345600000001,36.177294,2,108,ClusterState,cluster79,35.059071046296296,-83.7832165462963,1.4671290568627118
2074,47063.0,79,-83.296406,36.215973,2,108,ClusterState,cluster79,35.059071046296296,-83.7832165462963,1.2551520379893197
2009,47173.0,79,-83.816526,36.243266999999996,0,108,ClusterState,cluster79,35.059071046296296,-83.7832165462963,1.1846643307174627
2050,47057.0,79,-83.483361,36.269199,0,108,ClusterState,cluster79,35.059071046296296,-83.7832165462963,1.2467249147184665
1967,47013.0,79,-84.125923,36.383124,1,108,ClusterState,cluster79,35.059071046296296,-83.7832165462963,1.3676856135902262
2122,47073.0,79,-82.873902,36.462944,2,108,ClusterState,cluster79,35.059071046296296,-83.7832165462963,1.6726363066269996
2032,47025.0,79,-83.64175,36.491597999999996,0,108,ClusterState,cluster79,35.059071046296296,-83.7832165462963,1.4394951395571318
2096,51105.0,79,-83.103165,36.715746,0,108,ClusterState,cluster79,35.059071046296296,-83.7832165462963,1.7908216013464784
1966,21235.0,79,-84.14099499999999,36.809692,0,108,ClusterState,cluster79,35.059071046296296,-83.7832165462963,1.786806969283773
2085,21095.0,79,-83.232825,36.865625,0,108,ClusterState,cluster79,35.059071046296296,-83.7832165462963,1.8885359519683278
1995,21121.0,79,-83.915231,36.901584,0,108,ClusterState,cluster79,35.059071046296296,-83.7832165462963,1.8472362600795367
2001,21197.0,80,-83.88113,37.852292999999996,0,99,ClusterState,cluster80,39.71374649494949,-83.81331246464646,1.8626884688431167
2078,21175.0,80,-83.266566,37.91274,0,99,ClusterState,cluster80,39.71374649494949,-83.81331246464646,1.8821679232878379
2035,21165.0,80,-83.598399,37.939448999999996,0,99,ClusterState,cluster80,39.71374649494949,-83.81331246464646,1.7872659001587852
1957,21049.0,80,-84.182232,37.986825,0,99,ClusterState,cluster80,39.71374649494949,-83.81331246464646,1.7658877295241742
1994,21173.0,80,-83.917436,38.035773,0,99,ClusterState,cluster80,39.71374649494949,-83.81331246464646,1.6812009874989748
2022,21011.0,80,-83.73656,38.139441,1,99,ClusterState,cluster80,39.71374649494949,-83.81331246464646,1.5761753494638442
2056,21205.0,80,-83.442318,38.194615999999996,0,99,ClusterState,cluster80,39.71374649494949,-83.81331246464646,1.563775672366022
1948,21017.0,80,-84.246611,38.202978,1,99,ClusterState,cluster80,39.71374649494949,-83.81331246464646,1.5716771507124063
2104,21043.0,80,-83.03815999999999,38.313503000000004,0,99,ClusterState,cluster80,39.71374649494949,-83.81331246464646,1.6004821737825894
1980,21181.0,80,-84.023779,38.327655,0,99,ClusterState,cluster80,39.71374649494949,-83.81331246464646,1.4019792419558277
2026,21069.0,80,-83.708286,38.388567,0,99,ClusterState,cluster80,39.71374649494949,-83.81331246464646,1.3293348908799143
1938,21097.0,80,-84.314823,38.415966,0,99,ClusterState,cluster80,39.71374649494949,-83.81331246464646,1.3913112628531223
2126,21089.0,80,-82.812206,38.555431,0,99,ClusterState,cluster80,39.71374649494949,-83.81331246464646,1.5309829977491611
2070,21135.0,80,-83.347091,38.562531,0,99,ClusterState,cluster80,39.71374649494949,-83.81331246464646,1.2420384736025216
2011,21161.0,80,-83.788535,38.616398,0,99,ClusterState,cluster80,39.71374649494949,-83.81331246464646,1.0976281893802766
1976,21023.0,80,-84.070088,38.702562,0,99,ClusterState,cluster80,39.71374649494949,-83.81331246464646,1.0432774119966133
1933,21191.0,80,-84.359742,38.715798,0,99,ClusterState,cluster80,39.71374649494949,-83.81331246464646,1.1377549980899393
2113,39145.0,80,-82.945444,38.781628999999995,0,99,ClusterState,cluster80,39.71374649494949,-83.81331246464646,1.273592829878816
2044,39001.0,80,-83.517043,38.848346,0,99,ClusterState,cluster80,39.71374649494949,-83.81331246464646,0.9147095781398166
1998,39015.0,80,-83.892944,38.948158,1,99,ClusterState,cluster80,39.71374649494949,-83.81331246464646,0.7697187311101298
2103,39131.0,80,-83.038173,39.083994,0,99,ClusterState,cluster80,39.71374649494949,-83.81331246464646,0.9987138702088341
1954,39025.0,80,-84.212568,39.103441,3,99,ClusterState,cluster80,39.71374649494949,-83.81331246464646,0.729299513009568
2038,39071.0,80,-83.581988,39.220062,1,99,ClusterState,cluster80,39.71374649494949,-83.81331246464646,0.5451929828028848
2105,39141.0,80,-83.022104,39.340682,1,99,ClusterState,cluster80,39.71374649494949,-83.81331246464646,0.8747502225893541
2006,39027.0,80,-83.842336,39.410548999999996,0,99,ClusterState,cluster80,39.71374649494949,-83.81331246464646,0.3045834640095663
1949,39165.0,80,-84.24512800000001,39.424293,13,99,ClusterState,cluster80,39.71374649494949,-83.81331246464646,0.5198538085954053
2055,39047.0,80,-83.44380799999999,39.549717,0,99,ClusterState,cluster80,39.71374649494949,-83.81331246464646,0.40427617368212204
2110,39129.0,80,-82.993084,39.666509000000005,23,99,ClusterState,cluster80,39.71374649494949,-83.81331246464646,0.8215875578082928
1984,39057.0,80,-83.996686,39.726403999999995,5,99,ClusterState,cluster80,39.71374649494949,-83.81331246464646,0.18380986345177214
1955,39113.0,80,-84.207549,39.746151,10,99,ClusterState,cluster80,39.71374649494949,-83.81331246464646,0.3955660472729341
2066,39097.0,80,-83.379953,39.924376,3,99,ClusterState,cluster80,39.71374649494949,-83.81331246464646,0.48183525607461325
2007,39023.0,80,-83.832287,39.927147,3,99,ClusterState,cluster80,39.71374649494949,-83.81331246464646,0.21424240604440223
1950,39109.0,80,-84.234863,40.046907,28,99,ClusterState,cluster80,39.71374649494949,-83.81331246464646,0.5373088273817681
2019,39021.0,80,-83.76028000000001,40.120684000000004,1,99,ClusterState,cluster80,39.71374649494949,-83.81331246464646,0.410378575614291
2106,39041.0,80,-83.013223,40.216351,4,99,ClusterState,cluster80,39.71374649494949,-83.81331246464646,0.9448568356821752
2069,39159.0,81,-83.35011300000001,40.252214,0,102,ClusterState,cluster81,41.00639659803921,-83.72161907843139,0.8407188337944096
1956,39149.0,81,-84.192139,40.318869,1,102,ClusterState,cluster81,41.00639659803921,-83.72161907843139,0.8331165552661262
2016,39091.0,81,-83.779471,40.383676,0,102,ClusterState,cluster81,41.00639659803921,-83.72161907843139,0.6254021010929612
2129,39117.0,81,-82.795365,40.518848,1,102,ClusterState,cluster81,41.00639659803921,-83.72161907843139,1.0467331337359935
1946,39011.0,81,-84.269481,40.545245,3,102,ClusterState,cluster81,41.00639659803921,-83.72161907843139,0.7161099646555453
2095,39101.0,81,-83.12915600000001,40.58206,13,102,ClusterState,cluster81,41.00639659803921,-83.72161907843139,0.7287482746050776
2029,39065.0,81,-83.67575500000001,40.689386,0,102,ClusterState,cluster81,41.00639659803921,-83.72161907843139,0.32031115022667844
1970,39003.0,81,-84.121928,40.757675,29,102,ClusterState,cluster81,41.00639659803921,-83.72161907843139,0.4712851217878635
2121,39033.0,81,-82.874776,40.797377000000004,1,102,ClusterState,cluster81,41.00639659803921,-83.72161907843139,0.8722570675274727
2073,39175.0,81,-83.298153,40.865953000000005,2,102,ClusterState,cluster81,41.00639659803921,-83.72161907843139,0.4461478721368701
1971,39137.0,81,-84.11802,41.0083,13,102,ClusterState,cluster81,41.00639659803921,-83.72161907843139,0.3964054913336472
2031,39063.0,81,-83.641951,41.039056,1,102,ClusterState,cluster81,41.00639659803921,-83.72161907843139,0.08610249274780299
2087,39147.0,81,-83.20132199999999,41.127601,1,102,ClusterState,cluster81,41.00639659803921,-83.72161907843139,0.5342280008375828
2097,39143.0,81,-83.101952,41.341058000000004,7,102,ClusterState,cluster81,41.00639659803921,-83.72161907843139,0.7042624099396898
1975,39069.0,81,-84.076961,41.358702,0,102,ClusterState,cluster81,41.00639659803921,-83.72161907843139,0.5003868278390491
2034,39173.0,81,-83.601066,41.44828,30,102,ClusterState,cluster81,41.00639659803921,-83.72161907843139,0.4580327342534835
2099,39123.0,82,-83.081463,41.531718,2,101,ClusterState,cluster82,42.1795067029703,-83.68256555445546,0.8837162919562098
1973,39051.0,82,-84.094751,41.5785,0,101,ClusterState,cluster82,42.1795067029703,-83.68256555445546,0.7287701273611467
2049,26115.0,82,-83.485782,41.900249,16,101,ClusterState,cluster82,42.1795067029703,-83.68256555445546,0.34162645092611627
1978,26091.0,82,-84.052388,41.925187,2,101,ClusterState,cluster82,42.1795067029703,-83.68256555445546,0.44882864497203956
2024,26161.0,82,-83.727147,42.256943,81,101,ClusterState,cluster82,42.1795067029703,-83.68256555445546,0.08935259025071589
2004,26093.0,83,-83.857596,42.573054,22,210,ClusterState,cluster83,43.366004790476204,-83.78119603809523,0.7966228155757832
1963,26155.0,83,-84.147237,42.942805,17,210,ClusterState,cluster83,43.366004790476204,-83.78119603809523,0.5595391393381469
2080,26087.0,83,-83.250561,43.059695,29,210,ClusterState,cluster83,43.366004790476204,-83.78119603809523,0.6126983200531073
2130,26151.0,83,-82.779371,43.364275,5,210,ClusterState,cluster83,43.366004790476204,-83.78119603809523,1.0018265314562238
1985,26145.0,83,-83.993736,43.3982,83,210,ClusterState,cluster83,43.366004790476204,-83.78119603809523,0.21496457131992963
2057,26157.0,83,-83.43571800000001,43.429727,17,210,ClusterState,cluster83,43.366004790476204,-83.78119603809523,0.3513055575887163
1993,26017.0,83,-83.92838499999999,43.630573999999996,9,210,ClusterState,cluster83,43.366004790476204,-83.78119603809523,0.3027564320285286
1941,26111.0,83,-84.298064,43.642775,8,210,ClusterState,cluster83,43.366004790476204,-83.78119603809523,0.5863055849328335
2100,26063.0,83,-83.06178299999999,43.833604,1,210,ClusterState,cluster83,43.366004790476204,-83.78119603809523,0.8580233913645383
2000,26011.0,83,-83.88273000000001,44.044496,1,210,ClusterState,cluster83,43.366004790476204,-83.78119603809523,0.6860462570564377
1968,26129.0,83,-84.123289,44.287569,0,210,ClusterState,cluster83,43.366004790476204,-83.78119603809523,0.9830097592903096
2043,26069.0,83,-83.53696,44.356582,8,210,ClusterState,cluster83,43.366004790476204,-83.78119603809523,1.0202423488232664
2052,26001.0,83,-83.46759399999999,44.665115,1,210,ClusterState,cluster83,43.366004790476204,-83.78119603809523,1.3364256712539049
1964,26135.0,83,-84.147141,44.696783,1,210,ClusterState,cluster83,43.366004790476204,-83.78119603809523,1.3801762054487303
1969,26119.0,83,-84.12303100000001,44.999428,0,210,ClusterState,cluster83,43.366004790476204,-83.78119603809523,1.6688087136012526
2047,26007.0,83,-83.504463,45.050953,8,210,ClusterState,cluster83,43.366004790476204,-83.78119603809523,1.707522076914633
2002,26141.0,83,-83.87362900000001,45.356834,0,210,ClusterState,cluster83,43.366004790476204,-83.78119603809523,1.992973856812886
2254,12021.0,84,-81.699625,26.199831,27,125,ClusterState,cluster84,26.594224687999997,-81.893019624,0.4392583086594303
2240,12071.0,84,-81.858144,26.574991999999998,65,125,ClusterState,cluster84,26.594224687999997,-81.893019624,0.039827194692763294
2207,12015.0,84,-82.119946,26.954793,33,125,ClusterState,cluster84,26.594224687999997,-81.893019624,0.42603413917551414
2239,12027.0,85,-81.864094,27.189369,5,144,ClusterState,cluster85,27.359721152777773,-82.40589000694445,0.5679460969995079
2177,12115.0,85,-82.423893,27.208205,57,144,ClusterState,cluster85,27.359721152777773,-82.40589000694445,0.15258195277140796
2280,12055.0,85,-81.442555,27.460415,8,144,ClusterState,cluster85,27.359721152777773,-82.40589000694445,0.9685832883511217
2162,12081.0,85,-82.532775,27.477054,74,144,ClusterState,cluster85,27.359721152777773,-82.40589000694445,0.1728201333756642
2243,12049.0,86,-81.815432,27.548312,0,97,ClusterState,cluster86,27.92906405154639,-82.60315706185567,0.87491879499317
2137,12103.0,86,-82.727651,27.899794,60,97,ClusterState,cluster86,27.92906405154639,-82.60315706185567,0.12788853174625012
2181,12057.0,86,-82.401275,27.976529,37,97,ClusterState,cluster86,27.92906405154639,-82.60315706185567,0.20738680823716923
2244,12105.0,87,-81.799975,28.03114,33,104,ClusterState,cluster87,28.335584115384613,-81.659752125,0.33518453733068665
2164,12101.0,87,-82.51608,28.261606,9,104,ClusterState,cluster87,28.335584115384613,-81.659752125,0.8595174175418923
2286,12097.0,87,-81.383484,28.266765000000003,12,104,ClusterState,cluster87,28.335584115384613,-81.659752125,0.2847106382510788
2167,12053.0,87,-82.496961,28.50485,5,104,ClusterState,cluster87,28.335584115384613,-81.659752125,0.8541484883048137
2285,12095.0,87,-81.384377,28.532854999999998,34,104,ClusterState,cluster87,28.335584115384613,-81.659752125,0.3387436514323187
2291,12117.0,87,-81.310445,28.697834000000004,11,104,ClusterState,cluster87,28.335584115384613,-81.659752125,0.5032300134924652
2249,12069.0,88,-81.752026,28.735689,14,112,ClusterState,cluster88,29.616713991071432,-81.89748067857144,0.8929513415694812
2218,12119.0,88,-82.03546899999999,28.825768,14,112,ClusterState,cluster88,29.616713991071432,-81.89748067857144,0.8028924819940954
2173,12017.0,88,-82.453512,28.863598,11,112,ClusterState,cluster88,29.616713991071432,-81.89748067857144,0.9361380915319595
2206,12083.0,88,-82.123367,29.140116,5,112,ClusterState,cluster88,29.616713991071432,-81.89748067857144,0.5274185010993194
2143,12075.0,88,-82.666319,29.379995,0,112,ClusterState,cluster88,29.616713991071432,-81.89748067857144,0.8044552475004207
2251,12107.0,88,-81.720431,29.609299,4,112,ClusterState,cluster88,29.616713991071432,-81.89748067857144,0.17720488360888398
2184,12001.0,88,-82.386845,29.665903000000004,5,112,ClusterState,cluster88,29.616713991071432,-81.89748067857144,0.49183025291923993
2205,12007.0,88,-82.128192,29.953428999999996,2,112,ClusterState,cluster88,29.616713991071432,-81.89748067857144,0.4081724036152794
2281,12109.0,88,-81.421504,29.977088000000002,4,112,ClusterState,cluster88,29.616713991071432,-81.89748067857144,0.5970119134951587
2187,12125.0,88,-82.35691899999999,30.010768,0,112,ClusterState,cluster88,29.616713991071432,-81.89748067857144,0.6052785583099394
2245,12019.0,88,-81.79941,30.084386,19,112,ClusterState,cluster88,29.616713991071432,-81.89748067857144,0.47784408119254257
2145,12023.0,88,-82.660566,30.126051,2,112,ClusterState,cluster88,29.616713991071432,-81.89748067857144,0.9174548470873282
2199,12003.0,88,-82.185477,30.288432,3,112,ClusterState,cluster88,29.616713991071432,-81.89748067857144,0.7308535863463664
2264,12031.0,88,-81.622853,30.300302000000002,29,112,ClusterState,cluster88,29.616713991071432,-81.89748067857144,0.7366905237536737
2220,13049.0,89,-82.023033,30.780002000000003,0,101,ClusterState,cluster89,32.73173194059406,-82.12909285148515,1.954609539807972
2261,13039.0,89,-81.635079,30.814165000000003,1,101,ClusterState,cluster89,32.73173194059406,-82.12909285148515,1.9801799557410034
2135,13065.0,89,-82.740932,31.017888,0,101,ClusterState,cluster89,32.73173194059406,-82.12909285148515,1.8197824585280375
2277,13127.0,89,-81.486488,31.202697999999998,1,101,ClusterState,cluster89,32.73173194059406,-82.12909285148515,1.6585794483957856
2228,13025.0,89,-81.96996999999999,31.216648,2,101,ClusterState,cluster89,32.73173194059406,-82.12909285148515,1.52341702396645
